Tub,Building,Unknown,kBtu.00,MTCDE.00,kBtu.01,MTCDE.01,kBtu.02,MTCDE.02,kBtu.03,MTCDE.03,kBtu.04,MTCDE.04,kBtu.05,MTCDE.05,kBtu.06,MTCDE.06,kBtu.07,MTCDE.07,kBtu.08,MTCDE.08,kBtu.09,MTCDE.09,kBtu.10,MTCDE.10,kBtu.11,MTCDE.11,kBtu.12,MTCDE.12,kBtu.13,MTCDE.13,kBtu.14,MTCDE.14,kBtu.15,MTCDE.15,kBtu.16,MTCDE.16,kBtu.17,MTCDE.17,kBtu.18,MTCDE.18,kBtu.19,MTCDE.19,kBtu.20,MTCDE.20,kBtu.21,MTCDE.21
580,12-12.5 Grant Street (06150; B-762),4229,,,,,,,,,,,4135,0.5,8902,1.0,11983,1.4,10509,1.2,10069,1.2,231897,13.9,281547,17.4,237387,15.4,241906,14.6,281301,17.2,303492,18.3,247898,16.6,215544,14.1,243161,16.0,253821,16.3,228704,14.7,80320,5.3
580,1230 Soldiers Field Road (06053; B-718),16229,,,,,,,,,,,1357438,133.6,1464204,146.7,1579650,157.2,1832128,171.5,1579737,152.6,1283924,124.3,1410205,132.1,1397522,135.8,1487534,140.1,1514353,137.5,1383554,131.6,972043,99.3,1310342,121.5,1212701,112.2,395271,34.8,351144,28.9,271585,20.9
580,126 Mount Auburn Street (06023; B-389),3720,,,,,,,,,,,266994,17.5,240230,19.2,220657,17.1,216847,16.1,198352,14.4,168396,11.8,178626,12.7,146038,10.9,194229,13.4,228820,15.1,237958,15.5,208268,14.4,222909,15.9,227597,14.7,226494,14.3,219645,13.6,71237,4.7
580,1266 Soldiers Field Road (06054; B-713),3000,,,,,,,,,,,96669,11.0,106782,12.2,116363,13.3,121733,13.9,84723,9.7,45598,3.7,,,,,,,,,,,,,,,,,,,,,,
580,1284 Soldiers Field Road (06255; B-06255),36383,,,,,,,,,,,1955254,132.0,1372722,89.6,1705163,107.6,2616460,166.3,3046544,194.6,2354413,141.3,2334642,139.5,1032888,68.6,1243635,78.5,896825,60.6,771060,45.3,681817,40.2,928025,54.5,79132,8.5,83925,9.6,70550,8.1,34574,4.0
580,130-140 Western Ave (06243; B-06243),47924,,,,,,,,,,,277536,31.0,199937,22.4,284970,32.6,99903,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,
580,1300 Soldiers Field Road (06259; B-06259),15330,,,,,,,,,,,557491,34.8,719331,43.7,957998,56.7,1494786,111.1,1814808,149.9,1639823,126.7,1791221,126.1,1824732,133.9,1268805,105.7,1640841,131.3,1442257,118.6,1211782,101.0,1189404,88.7,672772,43.3,1094898,83.8,1200538,93.2,534473,40.7
580,1320 Soldiers Field Road (06260; B-06260),19047,,,,,,,,,,,616823,35.8,825105,46.8,792189,44.8,778422,44.5,1198457,67.4,1547682,106.9,754753,60.7,144025,12.3,223751,19.0,110382,12.6,97054,10.9,36495,4.1,39634,4.3,46568,5.2,57682,6.3,83497,8.8,38303,4.4
580,1360 Soldiers Field Road (06058; B-720),9660,,,,,,,,,,,522578,30.1,525260,29.6,536980,30.4,609423,35.4,61689,7.1,,,,,,,,,,,,,,,,,,,,,,,,
580,14 Story Street (06211; B-769),28056,,,,,,,,,,,1886938,149.9,1947489,162.6,1866472,153.0,2004736,172.7,2145478,170.8,1525261,148.7,1442512,132.6,1389994,134.1,1655614,157.8,1710368,158.1,1657598,155.1,1452067,140.7,1292201,123.9,1357659,128.6,1333611,124.8,1293093,116.2,452378,41.7
580,14-16 Mellen Street (06163; B-373),7506,,,,,,,,,,,106381,6.3,133751,7.4,118889,6.7,141109,7.9,99305,6.1,526636,30.9,587958,34.1,468714,28.1,595759,34.8,574564,33.1,574685,32.8,491464,28.1,506296,28.9,488649,29.0,538481,31.6,504847,30.6,271940,17.4
580,15 Ware Street (06187; B-835),4678,,,,,,,,,,,48836,5.6,56922,6.5,139576,11.7,146904,12.7,312574,23.2,288861,21.8,327123,25.9,267744,17.9,314827,22.4,315730,22.4,303209,21.3,245405,18.7,261188,19.0,287959,21.3,301144,22.8,297109,22.2,146956,11.9
580,16 Prescott Street (06180; B-420),4803,,,,,,,,,,,464861,25.0,538268,29.2,490980,26.7,570104,30.9,456282,26.3,398096,23.0,424524,24.4,368300,21.6,476822,27.2,399307,23.1,572384,32.2,492777,28.0,467087,27.2,496449,28.9,430175,26.4,390260,23.2,199354,12.2
580,17-19 South Street (06029; B-833),2397,,,,,,,,,,,115976,7.3,132800,8.6,139321,9.6,140167,9.6,120882,9.0,102919,8.0,122432,8.9,97464,7.5,125593,8.6,134924,8.8,145241,9.6,110262,7.5,129928,8.1,121922,7.4,172023,10.0,130717,7.7,54682,3.4
580,18 Prescott Street (06179; B-421),4593,,,,,,,,,,,438279,23.9,584822,32.0,576469,31.5,494065,27.2,541218,31.2,502253,29.0,592984,34.6,458911,26.6,494054,28.4,525933,30.2,560770,32.1,481306,28.1,513069,29.9,520974,30.4,585997,34.4,457537,27.6,225645,14.0
580,18-18A Mellen Street (06164; B-374),5692,,,,,,,,,,,205781,13.2,288524,20.1,291059,20.4,301863,21.0,256106,17.2,249081,16.4,269587,17.3,226223,15.4,244519,16.1,278919,18.4,299773,20.5,246210,16.8,239798,16.1,269894,18.2,257692,17.9,269597,17.9,127899,8.7
580,19 Ware Street (06189; B-838),13312,,,,,,,,,,,469426,26.3,559609,31.9,699854,39.8,657866,37.5,698141,44.8,683295,45.1,697517,44.4,639859,41.0,666528,42.5,742085,47.0,779284,49.4,648730,42.5,704857,45.4,685245,43.2,663346,42.0,646689,39.7,344552,22.1
580,20 Mellen Street (06165; B-375),4625,,,,,,,,,,,294102,17.2,348989,22.1,350059,21.5,311795,18.2,310735,18.6,266314,16.9,285356,18.1,246104,16.2,306159,18.5,353561,21.5,337017,20.9,246552,14.9,285342,16.7,275235,16.7,280858,17.3,284037,17.7,140229,8.8
580,20-20A Prescott Street (06181; B-422),49112,,,,,,,,,,,3012708,172.6,3169231,196.3,3321913,215.8,3424971,218.8,3420784,216.5,2639510,162.0,3105522,201.7,2683360,177.5,2976748,192.9,2914418,181.0,2576921,169.0,2866181,184.4,2591929,167.2,3257620,199.9,4156818,244.1,3948910,233.6,1704661,105.8
580,22-24 Prescott Street (06182; B-423),31248,,,,,,,,,,,1779478,101.5,1996336,123.0,976068,60.9,2453693,156.2,2148044,137.7,1701906,114.0,2109251,136.7,2056892,133.0,2138396,136.3,1710564,107.3,1769982,112.4,1722467,112.8,1714006,109.2,1734667,112.1,1839290,118.0,1678765,107.0,638580,42.9
580,224 Western Avenue (06228; B-06228),24928,,,,,,,,,,,637845,40.4,808857,49.1,1003368,62.8,1276465,80.4,1161679,69.4,1552848,95.2,1390781,85.7,866633,57.0,339934,31.8,1928594,135.8,2025797,153.5,1764347,140.4,2629722,188.7,2284963,173.4,2578481,189.0,2061701,154.4,1047796,72.2
580,26-28 Church Street (06063; B-368),11413,,,,,,,,,,,894564,65.7,805565,60.3,810998,59.0,822921,58.5,770803,53.9,663437,48.1,739217,52.5,440187,37.3,591686,47.3,658317,51.6,651733,50.6,528986,43.6,583920,45.7,589605,45.5,635914,47.2,528756,39.2,264598,19.5
580,267 Western Avenue (06262; B-06262),3571,,,,,,,,,,,30925,2.3,31966,2.9,94941,5.5,66151,3.9,61715,3.6,68856,4.1,71939,4.2,51835,3.2,86409,5.0,102131,5.9,114579,6.9,189097,11.3,207250,11.8,269507,15.4,300860,17.7,235930,13.8,109661,6.5
580,27 Everett Street (06217; B-596),20342,,,,,,,,,,,1332424,73.9,1712801,103.1,1571300,94.3,1617777,98.8,1609195,102.5,1435431,94.1,1662252,102.8,1539544,95.0,1459718,88.9,1519426,91.4,1435471,88.1,1279666,78.9,1523071,93.5,1271478,80.3,1212602,78.4,1238439,78.3,619693,40.5
580,28 Travis Street (06048; B-717),67686,,,,,,,,,,,81820,9.4,87552,10.0,101203,11.6,87555,10.0,2633500,204.4,1522435,116.2,600402,57.8,347930,39.6,369239,42.1,2934947,225.4,3161985,252.7,3133239,241.4,2898253,239.8,2739097,224.2,2857443,233.9,2676702,224.6,1676612,141.4
580,287 Western Avenue (06055; B-715),20555,,,,,,,,,,,269560,18.7,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,29 Garden Street (06133; B-918),112985,,,,,,,,,,,5981492,424.1,8327026,636.5,8374351,632.8,8387839,614.5,7752870,575.9,7422310,535.6,8663106,609.9,7116985,527.1,8288930,589.0,8708966,608.9,9040361,628.6,7532192,545.3,7523217,543.0,7943064,564.6,7947414,563.3,7563246,540.4,4266081,311.4
580,3 Athens Terrace (06137; B-201),1939,,,,,,,,,,,84442,4.6,95497,5.2,100744,5.5,122063,6.6,149474,8.8,130519,8.0,143075,8.7,122875,7.7,135270,8.4,144735,8.8,144161,8.6,105622,6.6,111807,7.0,111020,6.9,110789,6.9,149649,9.2,53643,3.4
580,3 Sumner Road (06212; B-847),7944,,,,,,,,,,,428661,24.8,653087,36.9,806962,44.5,803052,44.1,618273,36.5,640944,37.4,722504,42.4,564325,33.4,631344,37.5,771810,44.5,777891,44.9,671089,39.3,745266,43.5,597836,35.8,633925,37.3,645489,38.4,330278,20.3
580,302-400 Western Avenue (06057; B-712),90550,,,,,,,,,,,1993302,180.4,1736940,162.8,6180881,435.8,7889573,598.0,6882723,504.0,5340084,379.9,5271598,379.6,444106,40.3,444975,37.0,433043,35.9,499443,41.5,346048,32.5,235145,24.2,355023,32.5,388470,33.4,355449,31.3,167831,15.2
580,32-42 Church Street (06064; B-366),14088,,,,,,,,,,,885164,75.3,813093,69.2,720365,67.6,749129,67.4,657625,60.7,615557,56.6,416790,36.4,235541,21.2,338657,27.2,436747,33.4,408906,31.9,586241,50.7,648391,58.1,504337,48.0,554401,51.9,569361,49.1,221667,20.7
580,33-35 Banks Street (06139; B-211),5548,,,,,,,,,,,8762,1.0,10072,1.2,13583,1.6,52549,3.2,67630,4.0,265312,16.7,314908,19.6,267111,16.3,338028,20.2,324184,19.5,333118,20.2,283056,17.6,313615,19.1,346194,20.8,320471,19.5,292270,17.6,175412,11.0
580,355 Western Avenue (06224; B-06224),15516,,,,,,,,,,,120181,13.7,67230,7.7,108075,12.4,297997,34.1,174476,19.9,550449,44.7,614081,48.3,20660,2.4,,,,,,,,,,,,,,,,,,
580,367 Western Avenue (06056; B-711),8550,,,,,,,,,,,365521,27.2,399813,32.6,272034,17.2,222732,12.3,288172,15.8,302632,16.5,314332,17.1,273632,15.0,259932,14.2,332832,18.1,300332,16.4,235132,12.9,271774,14.8,,,,,,,,
580,37-41 Kirkland Street (06095; B-350),41015,,,,,,,,,,,2481174,133.9,1986763,126.7,2902638,176.8,2796671,168.4,2831494,170.2,2513848,154.4,2864697,177.6,2493204,155.7,2632837,162.2,2699729,165.9,2579953,159.3,2160582,137.8,2464236,153.9,2385297,148.2,2493203,156.3,2309228,145.7,1078187,70.8
580,381-383 Western Avenue (06173; B-767),3928,,,,,,,,,,,4770,0.5,3409,0.4,3299,0.4,5333,0.6,4859,0.6,233818,13.8,271580,16.9,213527,13.6,279028,17.6,274221,17.0,286592,17.8,192369,12.7,231599,15.8,256631,16.4,186322,11.5,138495,8.3,91573,5.8
580,4-6 Mount Auburn Street (06096; B-381),7790,,,,,,,,,,,530084,32.1,698716,44.3,730648,47.0,638060,43.2,662691,42.9,572438,37.2,671997,42.3,575049,37.4,650184,41.3,721182,44.8,644198,40.5,563062,36.6,635293,39.9,606979,37.4,581692,35.5,583064,36.0,199135,13.4
580,400 Soldiers Field Road Hotel (06202; B-06202),198926,,,,,,,,,,,21905,2.5,23705243,2086.0,26505154,2251.1,26973720,2269.1,26325990,2289.1,24950011,2120.0,19790858,1797.5,16662042,1562.6,13310001,1354.8,18047167,1630.8,16785056,1553.0,14727321,1414.0,15371882,1448.3,14976798,1438.0,13978479,1386.0,13484358,1325.9,5275556,550.4
580,41-43 Banks Street (06140; B-212),4911,,,,,,,,,,,36166,3.5,51867,5.0,40893,3.6,46051,4.1,42800,3.9,280904,20.2,297168,20.8,238626,17.4,254789,17.8,294439,20.5,316326,21.8,260296,18.0,280502,19.0,342177,21.7,256623,17.5,258133,17.3,107364,7.5
580,449-451 Western Avenue (06258; B-06258),8959,,,,,,,,,,,67300,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,47-49 Banks Street (06141; B-213),3533,,,,,,,,,,,226797,12.1,116694,6.2,,,98596,5.3,169578,11.8,157890,11.7,167595,12.5,153091,11.8,173163,13.0,195117,15.3,200914,15.9,193231,15.1,183042,15.1,150942,11.9,148717,11.3,161084,12.1,94120,7.3
580,472-474 Broadway (06174; B-752),12407,,,,,,,,,,,1147833,63.6,1165395,65.4,1174318,64.5,1185173,65.2,1201328,70.7,1040401,61.3,1078708,66.9,977565,60.9,1045367,64.5,1067204,65.1,1084025,66.3,1099387,67.3,1069136,64.3,1034075,63.1,1063264,65.2,1211077,72.2,638799,37.7
580,5 Sacramento Street (06027; B-440),9315,,,,,,,,,,,641018,45.2,601826,45.7,626997,46.6,617456,46.6,641642,48.3,586543,43.9,634428,45.1,445618,34.3,504989,36.5,534000,38.1,561445,39.7,471711,34.7,588598,41.7,594719,43.5,593316,43.6,538300,39.7,265037,18.0
580,55 Antwerp Street (06298; B-06298),25465,,,,,,,,,,,59000,6.7,99675,11.4,153400,17.5,162739,18.6,129209,14.8,940961,71.8,816570,60.3,57504,4.2,267111,19.7,0,0.0,0,0.0,2133,0.2,0,0.0,0,0.0,1297,0.1,52487,6.0,41132,4.7
580,5A Sacramento Street (06170; B-440A),4592,,,,,,,,,,,359904,20.8,417945,25.0,416186,25.5,426597,25.9,370468,22.8,365742,22.7,435187,25.9,323908,19.6,382423,23.2,397832,24.3,388461,23.9,306066,18.8,361413,22.0,270652,17.7,299072,18.7,295337,18.2,126348,7.8
580,65 Mount Auburn Street (06098; B-270),25664,,,,,,,,,,,1763825,98.5,2044219,125.0,2214800,134.9,2008220,123.4,1883037,118.3,1719654,107.5,1808385,111.3,1509069,95.1,1602998,100.3,1737590,111.2,1728365,108.8,1413515,89.8,1599388,101.7,1671725,105.2,1640785,103.3,1649011,103.6,744880,48.6
580,65-67 Winthrop Street (06041; B-756),11270,,,,,,,,,,,230500,12.3,208200,11.1,238300,12.7,202100,10.8,246200,13.1,190800,10.2,297900,15.8,214300,11.4,241300,12.8,672170,57.1,740668,63.8,589955,54.2,562712,49.7,588944,50.8,588200,51.5,481808,43.1,222710,19.7
580,8 Grant Street (06149; B-761),2977,,,,,,,,,,,437,0.0,942,0.1,792,0.1,778,0.1,1297,0.1,118070,7.1,180037,10.8,151140,8.9,175192,10.4,196060,11.5,197225,11.4,149523,9.3,168900,10.3,171638,10.3,164714,9.9,141074,8.5,63114,3.9
580,8 Story Street (06033; B-219),61666,,,,,,,,,,,5334035,414.0,6374814,494.0,5612979,457.8,5932633,479.8,5195928,425.5,5076436,407.4,4571872,377.3,4280406,359.9,4417458,353.5,5267246,401.8,4653392,372.9,3631084,308.0,3608562,300.0,3587511,293.5,3673685,294.4,3071728,247.7,1595309,125.2
580,8-10 Mount Auburn Street (06097; B-382),43999,,,,,,,,,,,1168243,108.2,1788144,170.8,2142069,185.9,1583083,145.3,1667326,155.7,2394412,242.2,2715435,277.7,2473142,240.4,2640179,255.5,3086290,299.3,3032066,295.8,2318805,236.3,2301868,239.6,2633144,252.9,2737812,253.4,2560178,229.9,1094578,108.5
580,84 Seattle Street (06249; B-06249),12376,,,,,,,,,,,520600,29.3,582243,32.7,795337,48.1,1296758,78.6,308084,29.7,317489,21.5,553025,47.9,367149,33.4,497273,47.3,378264,31.9,361036,28.9,424068,35.3,537481,55.9,516713,59.1,534183,61.1,555474,63.5,220279,25.2
580,85-95 Prescott Street (06183; B-424),73171,,,,,,,,,,,187525,19.1,4823326,291.1,5419284,327.5,5395527,333.1,5307821,327.5,4672622,295.3,5078698,318.2,4312996,273.4,4444130,280.9,4743905,295.1,4520645,280.2,4301661,271.7,4287367,273.9,4285439,275.1,4609728,292.2,5048012,315.7,1682398,116.1
580,9 Travis Street (06226; B-06226),8415,,,,,,,,,,,314065,19.8,218028,13.0,354503,21.1,808505,43.6,490100,26.1,,,,,,,,,,,,,,,,,,,,,,,,
580,9-13A Ware Street (06185; B-834),84090,,,,,,,,,,,4842287,266.7,5993896,354.6,6404118,385.2,6421733,387.1,5429903,329.7,5446996,328.8,5836401,350.1,5027754,312.4,5834969,358.2,5548962,349.9,5406289,339.5,4793850,308.3,5201061,330.1,5168366,328.7,5338933,338.2,5221586,331.0,2906175,194.7
580,Beckwith Circle (06215; B-426),19521,,,,,,,,,,,1319065,82.3,1610713,104.6,1735116,112.4,1668065,107.8,1772703,115.0,1695849,109.7,1788732,115.5,1438942,95.2,1695020,109.7,1695957,105.1,1797291,113.1,1546113,98.5,1521732,95.6,1505961,95.2,1564384,98.8,1516271,94.7,769636,49.7
580,Botanic Gardens Childcare Center (06196; B-129),13632,,,,,,,,,,,528041,35.9,653195,47.0,528955,37.1,643001,45.3,534549,36.4,500393,35.5,617666,44.8,447703,33.5,546874,40.2,584394,40.8,578865,39.9,510883,39.0,545602,42.2,524818,40.0,572507,41.8,473138,34.7,215891,16.4
580,"Botanic Gardens, 24 Fernald Drive (06119; B-112)",174930,,,,,,,,,,,9931946,561.0,11263467,675.3,11483747,714.0,12167144,773.1,12321466,784.7,11916001,762.1,12157354,783.6,9694243,645.3,9420386,630.2,10050172,663.6,10015069,655.3,8601112,576.2,9699802,631.5,9590393,620.5,9817560,636.5,9240521,598.9,4868126,317.0
580,Fairfax Hall - 1300-1316 Mass Ave (06076; B-190),43493,,,,,,,,,,,2590758,144.9,3064109,175.7,3182818,180.4,3071311,180.5,3184926,211.3,3287217,230.0,3709814,257.2,3037846,224.9,4075107,273.7,3299657,228.9,3365881,237.7,2856738,209.3,3055989,210.9,3097032,214.4,3773064,247.7,4039340,264.9,1459699,106.3
580,"Hampden Hall, 8 Plympton (06075; B-191)",48023,,,,,,,,,,,2689876,148.8,3239741,191.3,3016323,186.5,2841150,174.5,3090031,185.3,2589331,158.4,2838351,171.3,2349444,145.1,2467030,148.3,2630001,158.3,2505913,151.4,2351897,144.1,3059139,183.1,2340501,144.5,2132796,134.3,2411270,150.7,777794,54.6
580,Haskins Hall (06083; B-222),66293,,,,,,,,,,,3676761,208.3,4038777,267.6,4707063,315.1,4440181,296.1,4550650,298.4,4024086,284.6,4810991,343.9,3830614,283.6,4083530,295.0,4387036,306.4,4311594,299.3,3178800,240.1,4090776,283.0,4320042,295.4,4065804,280.4,4234313,286.8,1608589,117.3
580,Holden Green (06084; B-223),110804,,,,,,,,,,,147236,12.5,219884,18.0,247715,20.8,212348,17.2,6640873,420.4,6696232,432.1,7061329,451.8,5862287,384.4,6387370,417.8,6217872,408.0,6404728,424.3,5468203,364.5,5841093,385.8,5998504,395.1,6114508,399.7,5772537,380.2,2865839,192.5
580,Lippmann House (00700; B-825),11391,,,,,,,,,,,468126,53.5,501739,56.2,514836,58.0,511309,57.2,494686,55.3,411644,45.9,414916,46.1,377051,41.9,374875,41.6,385361,43.1,408171,45.7,353289,39.5,376307,42.0,384910,42.7,378410,42.3,349376,39.0,155417,17.3
580,"Manter Hall, 2 Holyoke Street (06077; B-192)",8674,,,,,,,,,,,923888,49.4,965646,54.5,1118522,63.5,967220,54.8,999601,56.5,911507,52.7,864503,50.3,735850,42.6,841006,49.3,873400,52.2,912361,52.8,845812,47.6,765930,43.0,686872,38.7,702858,40.7,682266,39.7,297887,18.0
580,Peabody Terrace Garage (06107; B-425A),107272,,,,,,,,,,,4459,0.5,3552,0.4,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,Shaler Lane (06099; B-592),52103,,,,,,,,,,,95840,7.8,163958,13.5,177880,15.3,163372,14.1,151909,12.9,3086902,196.5,3380852,212.0,2895867,181.2,3128439,190.7,3413938,208.1,3285079,200.6,2853974,180.7,3038231,189.6,3116749,194.0,3175149,195.0,2936212,182.4,1458244,93.7
580,Terry Terrace (06105; B-595),77455,,,,,,,,,,,3426540,191.9,4967077,316.9,6124806,379.8,3446588,237.1,4419328,285.8,4492666,285.0,4671789,300.7,3667758,246.0,4217630,276.0,4204547,266.0,4225823,268.9,3558792,231.5,3938141,253.7,3875362,249.0,3860031,245.7,3768163,239.3,1717974,113.4
580,100 Windom Street (06049; B-716),126369,,,,,,,,,,,,,4719,0.5,,,200,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
580,135 Western Avenue (06261; B-06261),8053,,,,,,,,,,,,,16107,1.8,34194,3.7,50502,5.7,67339,7.7,74429,8.5,64637,7.4,64500,7.4,65954,7.5,130635,14.9,120764,13.8,116179,13.3,119157,13.6,126643,14.5,78814,9.0,75746,8.7,13239,1.5
580,1380 Soldiers Field Road (06268; B-06268),105095,,,,,,,,,,,,,3920696,330.5,3493826,283.8,4493056,390.9,5553553,521.7,6210374,598.9,6891294,647.0,7300252,715.3,8158603,779.9,9220087,871.7,9017874,790.9,6733684,632.7,4880521,469.9,5140825,475.6,5652711,496.3,4453145,407.9,2498593,227.9
580,277-279 Western Avenue (06271; B-06271),4995,,,,,,,,,,,,,16760,1.9,81287,9.3,100325,9.7,251476,17.5,360109,22.6,362995,22.6,254532,16.9,315762,20.1,354751,22.1,393074,25.9,309471,19.8,337025,21.5,352604,23.7,370165,26.0,307482,20.7,170784,10.4
580,90 Mount Auburn Street (06219; B-06219),30405,,,,,,,,,,,,,1253266,143.3,3565864,407.6,3838694,438.8,3700195,422.9,3403211,389.0,3495840,399.6,3473047,397.0,3342905,382.1,2769192,316.5,2801220,320.2,2736123,312.7,2513774,287.3,2682387,306.6,2621703,299.7,2165805,247.6,1572037,179.7
580,Arsenal Building #131 (06236; B-06236),51419,,,,,,,,,,,,,4607069,372.2,4792831,393.3,4992136,413.1,5155149,421.7,4858609,394.0,5015400,399.1,4137599,338.3,4777114,394.5,,,,,,,,,,,,,,,,
580,Arsenal Building #311 (06237; B-06237),433858,,,,,,,,,,,,,31974358,3262.9,35101382,3659.7,39967740,3979.4,34935686,3690.9,29910900,3130.8,26911477,2847.1,23885690,2527.4,23958119,2504.0,,,,,,,,,,,,,,,,
580,Arsenal Building #312 (06238; B-06238),34930,,,,,,,,,,,,,1323957,108.4,1686650,129.7,1553684,124.9,1655318,128.4,1559243,129.4,1628853,125.3,1253252,110.6,1174121,95.4,,,,,,,,,,,,,,,,
580,Arsenal Building #313 (06239; B-06239),67010,,,,,,,,,,,,,7951937,692.1,8413463,760.9,8218508,718.6,9182027,823.3,8743472,795.4,9096381,827.2,6311587,576.5,7541004,668.0,,,,,,,,,,,,,,,,
580,Arsenal Parking Garage (06240; B-06240),290115,,,,,,,,,,,,,1420388,162.4,1719948,196.6,1985852,227.0,1641936,187.7,1082696,123.8,973894,111.3,790151,90.3,805437,92.1,,,,,,,,,,,,,,,,
580,Harvard Square Hotel (06065; B-175),29583,,,,,,,,,,,,,1116000,59.4,1580800,84.1,1873000,99.6,1883180,100.2,1775520,94.5,1993500,106.1,1300800,69.2,1405200,74.8,1887600,100.4,1546000,82.2,1319500,70.2,1618000,86.1,1833900,97.6,1592600,84.7,1673900,89.1,449200,23.9
580,Soldiers Field Park Garage (06114; B-871),196841,,,,,,,,,,,,,1956888,223.7,533818,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,16 Grant Street (06199; B-06199),5527,,,,,,,,,,,,,,,21335,2.4,40425,4.6,170968,13.3,383821,25.1,405014,26.0,310598,20.8,340861,22.7,346489,23.7,346613,21.2,340840,21.6,312798,19.7,329821,20.8,319368,20.4,335531,21.9,172225,11.3
580,"170 Brookline Avenue, Trilogy (06101; B-06101)",145000,,,,,,,,,,,,,,,7947906,683.9,9187828,801.2,9179592,791.1,8915266,782.6,9288522,791.8,8538951,746.9,9331442,802.3,10439474,879.5,9316751,809.5,8563104,755.3,8758771,759.3,9159284,769.4,9166812,801.0,8456545,740.5,4412083,389.7
580,175 North Harvard Street Building and Gr (01300; B-980),39709,,,,,,,,,,,,,,,1880955,164.6,3944897,276.1,4456025,309.2,4116819,291.4,4375419,302.5,4233193,290.2,4168050,288.9,4776772,327.4,4097954,279.1,3535651,248.8,4403482,293.8,4028861,272.6,4963049,346.1,4279518,311.2,2130487,155.0
580,176 Lincoln Street (06275; B-06275),450000,,,,,,,,,,,,,,,81888,9.4,156133,17.8,182337,20.8,43674,5.0,37123,4.2,45857,5.2,46949,5.4,44765,5.1,36031,4.1,21837,2.5,12010,1.4,1092,0.1,1092,0.1,0,0.0,0,0.0
580,21 Robinson Street (06131; B-749),2355,,,,,,,,,,,,,,,125147,7.8,115102,6.9,135084,8.1,120171,8.7,101906,10.4,83115,8.4,108783,8.5,114756,8.8,167265,12.3,152106,12.0,171614,13.7,106715,7.4,130447,10.9,117876,9.8,65604,5.6
580,445-447 Western Avenue (06291; B-06291),4250,,,,,,,,,,,,,,,3189,0.3,3599,0.3,1136,0.1,0,0.0,0,0.0,100,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,
580,59 Banks Street (06267; B-06267),2512,,,,,,,,,,,,,,,184742,11.5,189169,11.9,188204,11.0,173124,10.1,182183,10.6,169289,10.0,159177,9.4,153998,8.9,152525,8.7,89051,5.1,159909,9.4,137503,8.3,189483,11.0,189731,11.6,104795,7.0
580,6 Grant Street (06148; B-759),1288,,,,,,,,,,,,,,,140803,9.4,181070,11.5,218510,14.0,,,,,,,,,,,,,,,,,,,,,,,,
580,Arsenal Building #97 (06233; B-06233),21656,,,,,,,,,,,,,,,1257854,143.8,1332318,152.3,1382542,158.0,1152956,131.8,1460527,166.9,1227283,140.3,1317987,150.6,,,,,,,,,,,,,,,,
580,Massachusetts Hall (03363; B-951),20316,,,,,,,,,,,,,,,1179149,85.9,1434351,102.7,1539310,111.3,1411365,103.8,1714136,114.7,1562200,109.5,1467644,105.9,1628489,117.6,1645236,114.9,1720533,118.1,2412489,166.0,2151566,148.7,1855504,131.3,1838120,125.2,529921,41.5
580,10 Akron Street (06276; B-06276),118135,,,,,,,,,,,,,,,,,439636,50.3,7868315,704.0,8772635,819.3,9624024,885.3,8725053,833.7,9018427,841.4,9367525,866.7,9306178,858.7,8270813,774.0,8836469,818.6,9014100,832.4,9418150,867.1,8753863,817.0,5492409,511.9
580,11 Grant Street (06288; B-06288),5563,,,,,,,,,,,,,,,,,224935,17.3,253946,20.2,268459,20.7,278118,21.9,232092,19.3,236797,18.4,210973,16.9,237333,18.0,219311,17.2,241675,20.3,229375,19.0,227814,18.2,245611,19.4,95676,7.2
580,114 Western Avenue (06246; B-06246),80632,,,,,,,,,,,,,,,,,5678240,649.0,6770442,773.9,5831596,666.6,7428494,849.1,5181232,586.6,4561530,508.9,4849726,529.2,4452438,486.8,4235318,468.6,4264016,470.8,3963126,432.6,2277047,241.7,3515293,369.5,1926369,202.8
580,125 Western Avenue / Batten Hall (06074; B-06074),79259,,,,,,,,,,,,,,,,,1998159,141.2,3195470,242.8,388968,44.5,344748,39.4,,,,,,,,,,,,,,,,,,,,
580,13 Sumner Road (06172; B-451),2640,,,,,,,,,,,,,,,,,112856,7.2,160539,10.8,134243,9.3,154885,10.7,105359,8.1,118688,8.9,126392,8.8,140208,9.6,106401,7.6,96855,6.5,104636,7.1,105884,7.8,125079,8.5,62160,4.6
580,1607-1611 Massachusetts Avenue (06069; B-275),7944,,,,,,,,,,,,,,,,,48409,5.5,205151,23.4,283343,32.4,317132,36.2,197500,22.6,,,,,,,,,,,,,,,,,,
580,182 Western Avenue (06289; B-06289),1859,,,,,,,,,,,,,,,,,1709,0.2,5933,0.7,662,0.1,,,,,,,,,,,,,,,,,,,,,,
